SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018
40,3,6,1,0,Alabama,Alabama,4887681
50,3,6,1,1,Alabama,Autauga County,55533
50,3,6,1,3,Alabama,Baldwin County,217855
50,3,6,1,5,Alabama,Barbour County,24872
50,3,6,1,7,Alabama,Bibb County,22367
50,3,6,1,9,Alabama,Blount County,57771
50,3,6,1,11,Alabama,Bullock County,10174
50,3,6,1,13,Alabama,Butler County,19631
50,3,6,1,15,Alabama,Calhoun County,114331
50,3,6,1,17,Alabama,Chambers County,33600
50,3,6,1,19,Alabama,Cherokee County,26014
50,3,6,1,21,Alabama,Chilton County,44163
50,3,6,1,23,Alabama,Choctaw County,12833
50,3,6,1,25,Alabama,Clarke County,23918
50,3,6,1,27,Alabama,Clay County,13294
50,3,6,1,29,Alabama,Cleburne County,15010
50,3,6,1,31,Alabama,Coffee County,51950
50,3,6,1,33,Alabama,Colbert County,55004
50,3,6,1,35,Alabama,Conecuh County,12292
50,3,6,1,37,Alabama,Coosa County,10643
50,3,6,1,39,Alabama,Covington County,36953
50,3,6,1,41,Alabama,Crenshaw County,13825
50,3,6,1,43,Alabama,Cullman County,83418
50,3,6,1,45,Alabama,Dale County,49143
50,3,6,1,47,Alabama,Dallas County,38294
50,3,6,1,49,Alabama,DeKalb County,71407
50,3,6,1,51,Alabama,Elmore County,81011
50,3,6,1,53,Alabama,Escambia County,36524
50,3,6,1,55,Alabama,Etowah County,102611
50,3,6,1,57,Alabama,Fayette County,16445
50,3,6,1,59,Alabama,Franklin County,31298
50,3,6,1,61,Alabama,Geneva County,26306
50,3,6,1,63,Alabama,Greene County,8209
50,3,6,1,65,Alabama,Hale County,14749
50,3,6,1,67,Alabama,Henry County,17173
50,3,6,1,69,Alabama,Houston County,104770
50,3,6,1,71,Alabama,Jackson County,51621
50,3,6,1,73,Alabama,Jefferson County,659429
50,3,6,1,75,Alabama,Lamar County,13882
50,3,6,1,77,Alabama,Lauderdale County,92604
50,3,6,1,79,Alabama,Lawrence County,32941
50,3,6,1,81,Alabama,Lee County,163656
50,3,6,1,83,Alabama,Limestone County,96177
50,3,6,1,85,Alabama,Lowndes County,9974
50,3,6,1,87,Alabama,Macon County,18321
50,3,6,1,89,Alabama,Madison County,367004
50,3,6,1,91,Alabama,Marengo County,19056
50,3,6,1,93,Alabama,Marion County,29750
50,3,6,1,95,Alabama,Marshall County,96170
50,3,6,1,97,Alabama,Mobile County,413908
50,3,6,1,99,Alabama,Monroe County,21062
50,3,6,1,101,Alabama,Montgomery County,226504
50,3,6,1,103,Alabama,Morgan County,119203
50,3,6,1,105,Alabama,Perry County,9070
50,3,6,1,107,Alabama,Pickens County,19980
50,3,6,1,109,Alabama,Pike County,33242
50,3,6,1,111,Alabama,Randolph County,22727
50,3,6,1,113,Alabama,Russell County,57784
50,3,6,1,115,Alabama,St. Clair County,88654
50,3,6,1,117,Alabama,Shelby County,215583
50,3,6,1,119,Alabama,Sumter County,12634
50,3,6,1,121,Alabama,Talladega County,80137
50,3,6,1,123,Alabama,Tallapoosa County,40535
50,3,6,1,125,Alabama,Tuscaloosa County,208319
50,3,6,1,127,Alabama,Walker County,63669
50,3,6,1,129,Alabama,Washington County,16402
50,3,6,1,131,Alabama,Wilcox County,10599
50,3,6,1,133,Alabama,Winston County,23693
40,4,9,2,0,Alaska,Alaska,735139
50,4,9,2,13,Alaska,Aleutians East Borough,3395
50,4,9,2,16,Alaska,Aleutians West Census Area,5640
50,4,9,2,20,Alaska,Anchorage Municipality,290521
50,4,9,2,50,Alaska,Bethel Census Area,18219
50,4,9,2,60,Alaska,Bristol Bay Borough,880
50,4,9,2,68,Alaska,Denali Borough,2032
50,4,9,2,70,Alaska,Dillingham Census Area,4991
50,4,9,2,90,Alaska,Fairbanks North Star Borough,98565
50,4,9,2,100,Alaska,Haines Borough,2488
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2155
50,4,9,2,110,Alaska,Juneau City and Borough,32037
50,4,9,2,122,Alaska,Kenai Peninsula Borough,58561
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,13856
50,4,9,2,150,Alaska,Kodiak Island Borough,13250
50,4,9,2,158,Alaska,Kusilvak Census Area,8323
50,4,9,2,164,Alaska,Lake and Peninsula Borough,1596
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,107115
50,4,9,2,180,Alaska,Nome Census Area,10053
50,4,9,2,185,Alaska,North Slope Borough,9850
50,4,9,2,188,Alaska,Northwest Arctic Borough,7694
50,4,9,2,195,Alaska,Petersburg Borough,3244
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,6360
50,4,9,2,220,Alaska,Sitka City and Borough,8554
50,4,9,2,230,Alaska,Skagway Municipality,1169
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,6937
50,4,9,2,261,Alaska,Valdez-Cordova Census Area,9161
50,4,9,2,275,Alaska,Wrangell City and Borough,2538
50,4,9,2,282,Alaska,Yakutat City and Borough,596
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,5359
40,4,8,4,0,Arizona,Arizona,7158024
50,4,8,4,1,Arizona,Apache County,71731
50,4,8,4,3,Arizona,Cochise County,126411
50,4,8,4,5,Arizona,Coconino County,142523
50,4,8,4,7,Arizona,Gila County,53801
50,4,8,4,9,Arizona,Graham County,37995
50,4,8,4,11,Arizona,Greenlee County,9448
50,4,8,4,12,Arizona,La Paz County,21039
50,4,8,4,13,Arizona,Maricopa County,4402403
50,4,8,4,15,Arizona,Mohave County,209292
50,4,8,4,17,Arizona,Navajo County,110242
50,4,8,4,19,Arizona,Pima County,1036554
50,4,8,4,21,Arizona,Pinal County,446806
50,4,8,4,23,Arizona,Santa Cruz County,46395
50,4,8,4,25,Arizona,Yavapai County,231772
50,4,8,4,27,Arizona,Yuma County,211612
40,3,7,5,0,Arkansas,Arkansas,3009733
50,3,7,5,1,Arkansas,Arkansas County,17726
50,3,7,5,3,Arkansas,Ashley County,20012
50,3,7,5,5,Arkansas,Baxter County,41624
50,3,7,5,7,Arkansas,Benton County,272266
50,3,7,5,9,Arkansas,Boone County,37385
50,3,7,5,11,Arkansas,Bradley County,10838
50,3,7,5,13,Arkansas,Calhoun County,5227
50,3,7,5,15,Arkansas,Carroll County,28097
50,3,7,5,17,Arkansas,Chicot County,10442
50,3,7,5,19,Arkansas,Clark County,22313
50,3,7,5,21,Arkansas,Clay County,14763
50,3,7,5,23,Arkansas,Cleburne County,24994
50,3,7,5,25,Arkansas,Cleveland County,7995
50,3,7,5,27,Arkansas,Columbia County,23586
50,3,7,5,29,Arkansas,Conway County,20825
50,3,7,5,31,Arkansas,Craighead County,108816
50,3,7,5,33,Arkansas,Crawford County,63379
50,3,7,5,35,Arkansas,Crittenden County,48363
50,3,7,5,37,Arkansas,Cross County,16630
50,3,7,5,39,Arkansas,Dallas County,7152
50,3,7,5,41,Arkansas,Desha County,11507
50,3,7,5,43,Arkansas,Drew County,18328
50,3,7,5,45,Arkansas,Faulkner County,125138
50,3,7,5,47,Arkansas,Franklin County,17764
50,3,7,5,49,Arkansas,Fulton County,12308
50,3,7,5,51,Arkansas,Garland County,98966
50,3,7,5,53,Arkansas,Grant County,18180
50,3,7,5,55,Arkansas,Greene County,45339
50,3,7,5,57,Arkansas,Hempstead County,21685
50,3,7,5,59,Arkansas,Hot Spring County,33672
50,3,7,5,61,Arkansas,Howard County,13302
50,3,7,5,63,Arkansas,Independence County,37768
50,3,7,5,65,Arkansas,Izard County,13582
50,3,7,5,67,Arkansas,Jackson County,16753
50,3,7,5,69,Arkansas,Jefferson County,68067
50,3,7,5,71,Arkansas,Johnson County,26659
50,3,7,5,73,Arkansas,Lafayette County,6679
50,3,7,5,75,Arkansas,Lawrence County,16432
50,3,7,5,77,Arkansas,Lee County,8976
50,3,7,5,79,Arkansas,Lincoln County,13184
50,3,7,5,81,Arkansas,Little River County,12297
50,3,7,5,83,Arkansas,Logan County,21673
50,3,7,5,85,Arkansas,Lonoke County,73391
50,3,7,5,87,Arkansas,Madison County,16362
50,3,7,5,89,Arkansas,Marion County,16665
50,3,7,5,91,Arkansas,Miller County,43362
50,3,7,5,93,Arkansas,Mississippi County,41236
50,3,7,5,95,Arkansas,Monroe County,6880
50,3,7,5,97,Arkansas,Montgomery County,8910
50,3,7,5,99,Arkansas,Nevada County,8308
50,3,7,5,101,Arkansas,Newton County,7800
50,3,7,5,103,Arkansas,Ouachita County,23620
50,3,7,5,105,Arkansas,Perry County,10380
50,3,7,5,107,Arkansas,Phillips County,18054
50,3,7,5,109,Arkansas,Pike County,10666
50,3,7,5,111,Arkansas,Poinsett County,23903
50,3,7,5,113,Arkansas,Polk County,20019
50,3,7,5,115,Arkansas,Pope County,63594
50,3,7,5,117,Arkansas,Prairie County,8082
50,3,7,5,119,Arkansas,Pulaski County,391918
50,3,7,5,121,Arkansas,Randolph County,17970
50,3,7,5,123,Arkansas,St. Francis County,25509
50,3,7,5,125,Arkansas,Saline County,121074
50,3,7,5,127,Arkansas,Scott County,10339
50,3,7,5,129,Arkansas,Searcy County,7930
50,3,7,5,131,Arkansas,Sebastian County,127570
50,3,7,5,133,Arkansas,Sevier County,17061
50,3,7,5,135,Arkansas,Sharp County,17290
50,3,7,5,137,Arkansas,Stone County,12454
50,3,7,5,139,Arkansas,Union County,39139
50,3,7,5,141,Arkansas,Van Buren County,16635
50,3,7,5,143,Arkansas,Washington County,236611
50,3,7,5,145,Arkansas,White County,78381
50,3,7,5,147,Arkansas,Woodruff County,6466
50,3,7,5,149,Arkansas,Yell County,21462
40,4,9,6,0,California,California,39461588
50,4,9,6,1,California,Alameda County,1666756
50,4,9,6,3,California,Alpine County,1089
50,4,9,6,5,California,Amador County,39405
50,4,9,6,7,California,Butte County,230339
50,4,9,6,9,California,Calaveras County,45698
50,4,9,6,11,California,Colusa County,21418
50,4,9,6,13,California,Contra Costa County,1150519
50,4,9,6,15,California,Del Norte County,27740
50,4,9,6,17,California,El Dorado County,190746
50,4,9,6,19,California,Fresno County,991950
50,4,9,6,21,California,Glenn County,27967
50,4,9,6,23,California,Humboldt County,136244
50,4,9,6,25,California,Imperial County,181523
50,4,9,6,27,California,Inyo County,17946
50,4,9,6,29,California,Kern County,893758
50,4,9,6,31,California,Kings County,151382
50,4,9,6,33,California,Lake County,64317
50,4,9,6,35,California,Lassen County,30618
50,4,9,6,37,California,Los Angeles County,10073906
50,4,9,6,39,California,Madera County,156882
50,4,9,6,41,California,Marin County,259662
50,4,9,6,43,California,Mariposa County,17405
50,4,9,6,45,California,Mendocino County,87401
50,4,9,6,47,California,Merced County,274151
50,4,9,6,49,California,Modoc County,8800
50,4,9,6,51,California,Mono County,14403
50,4,9,6,53,California,Monterey County,433950
50,4,9,6,55,California,Napa County,138789
50,4,9,6,57,California,Nevada County,99508
50,4,9,6,59,California,Orange County,3175973
50,4,9,6,61,California,Placer County,392330
50,4,9,6,63,California,Plumas County,18741
50,4,9,6,65,California,Riverside County,2445789
50,4,9,6,67,California,Sacramento County,1538746
50,4,9,6,69,California,San Benito County,61467
50,4,9,6,71,California,San Bernardino County,2166753
50,4,9,6,73,California,San Diego County,3333861
50,4,9,6,75,California,San Francisco County,880696
50,4,9,6,77,California,San Joaquin County,752491
50,4,9,6,79,California,San Luis Obispo County,283354
50,4,9,6,81,California,San Mateo County,768681
50,4,9,6,83,California,Santa Barbara County,445780
50,4,9,6,85,California,Santa Clara County,1932337
50,4,9,6,87,California,Santa Cruz County,273841
50,4,9,6,89,California,Shasta County,179709
50,4,9,6,91,California,Sierra County,2997
50,4,9,6,93,California,Siskiyou County,43550
50,4,9,6,95,California,Solano County,445725
50,4,9,6,97,California,Sonoma County,498643
50,4,9,6,99,California,Stanislaus County,548126
50,4,9,6,101,California,Sutter County,96348
50,4,9,6,103,California,Tehama County,64018
50,4,9,6,105,California,Trinity County,12567
50,4,9,6,107,California,Tulare County,464589
50,4,9,6,109,California,Tuolumne County,54387
50,4,9,6,111,California,Ventura County,848142
50,4,9,6,113,California,Yolo County,220118
50,4,9,6,115,California,Yuba County,77557
40,4,8,8,0,Colorado,Colorado,5691287
50,4,8,8,1,Colorado,Adams County,511354
50,4,8,8,3,Colorado,Alamosa County,16248
50,4,8,8,5,Colorado,Arapahoe County,651797
50,4,8,8,7,Colorado,Archuleta County,13730
50,4,8,8,9,Colorado,Baca County,3584
50,4,8,8,11,Colorado,Bent County,5808
50,4,8,8,13,Colorado,Boulder County,324636
50,4,8,8,14,Colorado,Broomfield County,69324
50,4,8,8,15,Colorado,Chaffee County,20041
50,4,8,8,17,Colorado,Cheyenne County,1859
50,4,8,8,19,Colorado,Clear Creek County,9604
50,4,8,8,21,Colorado,Conejos County,8181
50,4,8,8,23,Colorado,Costilla County,3812
50,4,8,8,25,Colorado,Crowley County,5957
50,4,8,8,27,Colorado,Custer County,4934
50,4,8,8,29,Colorado,Delta County,30884
50,4,8,8,31,Colorado,Denver County,716265
50,4,8,8,33,Colorado,Dolores County,2060
50,4,8,8,35,Colorado,Douglas County,342989
50,4,8,8,37,Colorado,Eagle County,54943
50,4,8,8,39,Colorado,Elbert County,26303
50,4,8,8,41,Colorado,El Paso County,712089
50,4,8,8,43,Colorado,Fremont County,47959
50,4,8,8,45,Colorado,Garfield County,59701
50,4,8,8,47,Colorado,Gilpin County,6112
50,4,8,8,49,Colorado,Grand County,15511
50,4,8,8,51,Colorado,Gunnison County,17167
50,4,8,8,53,Colorado,Hinsdale County,808
50,4,8,8,55,Colorado,Huerfano County,6887
50,4,8,8,57,Colorado,Jackson County,1395
50,4,8,8,59,Colorado,Jefferson County,579392
50,4,8,8,61,Colorado,Kiowa County,1379
50,4,8,8,63,Colorado,Kit Carson County,7159
50,4,8,8,65,Colorado,Lake County,7846
50,4,8,8,67,Colorado,La Plata County,56299
50,4,8,8,69,Colorado,Larimer County,350660
50,4,8,8,71,Colorado,Las Animas County,14508
50,4,8,8,73,Colorado,Lincoln County,5606
50,4,8,8,75,Colorado,Logan County,22268
50,4,8,8,77,Colorado,Mesa County,152951
50,4,8,8,79,Colorado,Mineral County,772
50,4,8,8,81,Colorado,Moffat County,13183
50,4,8,8,83,Colorado,Montezuma County,26152
50,4,8,8,85,Colorado,Montrose County,42206
50,4,8,8,87,Colorado,Morgan County,28769
50,4,8,8,89,Colorado,Otero County,18338
50,4,8,8,91,Colorado,Ouray County,4822
50,4,8,8,93,Colorado,Park County,18525
50,4,8,8,95,Colorado,Phillips County,4285
50,4,8,8,97,Colorado,Pitkin County,17976
50,4,8,8,99,Colorado,Prowers County,12079
50,4,8,8,101,Colorado,Pueblo County,167422
50,4,8,8,103,Colorado,Rio Blanco County,6330
50,4,8,8,105,Colorado,Rio Grande County,11271
50,4,8,8,107,Colorado,Routt County,25507
50,4,8,8,109,Colorado,Saguache County,6840
50,4,8,8,111,Colorado,San Juan County,764
50,4,8,8,113,Colorado,San Miguel County,8180
50,4,8,8,115,Colorado,Sedgwick County,2276
50,4,8,8,117,Colorado,Summit County,30817
50,4,8,8,119,Colorado,Teller County,25113
50,4,8,8,121,Colorado,Washington County,4888
50,4,8,8,123,Colorado,Weld County,314815
50,4,8,8,125,Colorado,Yuma County,9947
40,1,1,9,0,Connecticut,Connecticut,3571520
50,1,1,9,1,Connecticut,Fairfield County,943971
50,1,1,9,3,Connecticut,Hartford County,892580
50,1,1,9,5,Connecticut,Litchfield County,181095
50,1,1,9,7,Connecticut,Middlesex County,162870
50,1,1,9,9,Connecticut,New Haven County,856971
50,1,1,9,11,Connecticut,New London County,266285
50,1,1,9,13,Connecticut,Tolland County,150689
50,1,1,9,15,Connecticut,Windham County,117059
40,3,5,10,0,Delaware,Delaware,965479
50,3,5,10,1,Delaware,Kent County,178540
50,3,5,10,3,Delaware,New Castle County,557550
50,3,5,10,5,Delaware,Sussex County,229389
40,3,5,11,0,District of Columbia,District of Columbia,701547
50,3,5,11,1,District of Columbia,District of Columbia,701547
40,3,5,12,0,Florida,Florida,21244317
50,3,5,12,1,Florida,Alachua County,268851
50,3,5,12,3,Florida,Baker County,28353
50,3,5,12,5,Florida,Bay County,186240
50,3,5,12,7,Florida,Bradford County,27752
50,3,5,12,9,Florida,Brevard County,595203
50,3,5,12,11,Florida,Broward County,1946107
50,3,5,12,13,Florida,Calhoun County,14543
50,3,5,12,15,Florida,Charlotte County,184849
50,3,5,12,17,Florida,Citrus County,147682
50,3,5,12,19,Florida,Clay County,215908
50,3,5,12,21,Florida,Collier County,378201
50,3,5,12,23,Florida,Columbia County,70668
50,3,5,12,27,Florida,DeSoto County,37368
50,3,5,12,29,Florida,Dixie County,16685
50,3,5,12,31,Florida,Duval County,948652
50,3,5,12,33,Florida,Escambia County,315104
50,3,5,12,35,Florida,Flagler County,112085
50,3,5,12,37,Florida,Franklin County,11676
50,3,5,12,39,Florida,Gadsden County,45927
50,3,5,12,41,Florida,Gilchrist County,18284
50,3,5,12,43,Florida,Glades County,13686
50,3,5,12,45,Florida,Gulf County,16146
50,3,5,12,47,Florida,Hamilton County,14262
50,3,5,12,49,Florida,Hardee County,27168
50,3,5,12,51,Florida,Hendry County,41336
50,3,5,12,53,Florida,Hernando County,190582
50,3,5,12,55,Florida,Highlands County,104933
50,3,5,12,57,Florida,Hillsborough County,1451919
50,3,5,12,59,Florida,Holmes County,19443
50,3,5,12,61,Florida,Indian River County,157187
50,3,5,12,63,Florida,Jackson County,48112
50,3,5,12,65,Florida,Jefferson County,14321
50,3,5,12,67,Florida,Lafayette County,8691
50,3,5,12,69,Florida,Lake County,356720
50,3,5,12,71,Florida,Lee County,754470
50,3,5,12,73,Florida,Leon County,291657
50,3,5,12,75,Florida,Levy County,40798
50,3,5,12,77,Florida,Liberty County,8427
50,3,5,12,79,Florida,Madison County,18540
50,3,5,12,81,Florida,Manatee County,394387
50,3,5,12,83,Florida,Marion County,359062
50,3,5,12,85,Florida,Martin County,160742
50,3,5,12,86,Florida,Miami-Dade County,2714854
50,3,5,12,87,Florida,Monroe County,74757
50,3,5,12,89,Florida,Nassau County,85936
50,3,5,12,91,Florida,Okaloosa County,206934
50,3,5,12,93,Florida,Okeechobee County,41654
50,3,5,12,95,Florida,Orange County,1381540
50,3,5,12,97,Florida,Osceola County,368456
50,3,5,12,99,Florida,Palm Beach County,1482876
50,3,5,12,101,Florida,Pasco County,539090
50,3,5,12,103,Florida,Pinellas County,973058
50,3,5,12,105,Florida,Polk County,706597
50,3,5,12,107,Florida,Putnam County,74043
50,3,5,12,109,Florida,St. Johns County,253814
50,3,5,12,111,Florida,St. Lucie County,320425
50,3,5,12,113,Florida,Santa Rosa County,179295
50,3,5,12,115,Florida,Sarasota County,426329
50,3,5,12,117,Florida,Seminole County,468122
50,3,5,12,119,Florida,Sumter County,128719
50,3,5,12,121,Florida,Suwannee County,44179
50,3,5,12,123,Florida,Taylor County,21545
50,3,5,12,125,Florida,Union County,15328
50,3,5,12,127,Florida,Volusia County,546101
50,3,5,12,129,Florida,Wakulla County,32413
50,3,5,12,131,Florida,Walton County,70732
50,3,5,12,133,Florida,Washington County,24793
40,3,5,13,0,Georgia,Georgia,10511131
50,3,5,13,1,Georgia,Appling County,18526
50,3,5,13,3,Georgia,Atkinson County,8262
50,3,5,13,5,Georgia,Bacon County,11132
50,3,5,13,7,Georgia,Baker County,3086
50,3,5,13,9,Georgia,Baldwin County,44893
50,3,5,13,11,Georgia,Banks County,18972
50,3,5,13,13,Georgia,Barrow County,80834
50,3,5,13,15,Georgia,Bartow County,106378
50,3,5,13,17,Georgia,Ben Hill County,16822
50,3,5,13,19,Georgia,Berrien County,19266
50,3,5,13,21,Georgia,Bibb County,152903
50,3,5,13,23,Georgia,Bleckley County,12821
50,3,5,13,25,Georgia,Brantley County,18985
50,3,5,13,27,Georgia,Brooks County,15479
50,3,5,13,29,Georgia,Bryan County,38059
50,3,5,13,31,Georgia,Bulloch County,77242
50,3,5,13,33,Georgia,Burke County,22439
50,3,5,13,35,Georgia,Butts County,24192
50,3,5,13,37,Georgia,Calhoun County,6353
50,3,5,13,39,Georgia,Camden County,53651
50,3,5,13,43,Georgia,Candler County,10827
50,3,5,13,45,Georgia,Carroll County,117997
50,3,5,13,47,Georgia,Catoosa County,67380
50,3,5,13,49,Georgia,Charlton County,12919
50,3,5,13,51,Georgia,Chatham County,289166
50,3,5,13,53,Georgia,Chattahoochee County,10600
50,3,5,13,55,Georgia,Chattooga County,24782
50,3,5,13,57,Georgia,Cherokee County,253914
50,3,5,13,59,Georgia,Clarke County,127268
50,3,5,13,61,Georgia,Clay County,2884
50,3,5,13,63,Georgia,Clayton County,289197
50,3,5,13,65,Georgia,Clinch County,6603
50,3,5,13,67,Georgia,Cobb County,756070
50,3,5,13,69,Georgia,Coffee County,43055
50,3,5,13,71,Georgia,Colquitt County,45455
50,3,5,13,73,Georgia,Columbia County,154077
50,3,5,13,75,Georgia,Cook County,17171
50,3,5,13,77,Georgia,Coweta County,145998
50,3,5,13,79,Georgia,Crawford County,12334
50,3,5,13,81,Georgia,Crisp County,22617
50,3,5,13,83,Georgia,Dade County,16227
50,3,5,13,85,Georgia,Dawson County,25127
50,3,5,13,87,Georgia,Decatur County,26573
50,3,5,13,89,Georgia,DeKalb County,754906
50,3,5,13,91,Georgia,Dodge County,20793
50,3,5,13,93,Georgia,Dooly County,13709
50,3,5,13,95,Georgia,Dougherty County,89200
50,3,5,13,97,Georgia,Douglas County,145024
50,3,5,13,99,Georgia,Early County,10286
50,3,5,13,101,Georgia,Echols County,4000
50,3,5,13,103,Georgia,Effingham County,62228
50,3,5,13,105,Georgia,Elbert County,19095
50,3,5,13,107,Georgia,Emanuel County,22607
50,3,5,13,109,Georgia,Evans County,10702
50,3,5,13,111,Georgia,Fannin County,25981
50,3,5,13,113,Georgia,Fayette County,113181
50,3,5,13,115,Georgia,Floyd County,97964
50,3,5,13,117,Georgia,Forsyth County,236993
50,3,5,13,119,Georgia,Franklin County,23034
50,3,5,13,121,Georgia,Fulton County,1050131
50,3,5,13,123,Georgia,Gilmer County,30835
50,3,5,13,125,Georgia,Glascock County,2977
50,3,5,13,127,Georgia,Glynn County,84975
50,3,5,13,129,Georgia,Gordon County,57628
50,3,5,13,131,Georgia,Grady County,24774
50,3,5,13,133,Georgia,Greene County,17733
50,3,5,13,135,Georgia,Gwinnett County,927337
50,3,5,13,137,Georgia,Habersham County,45373
50,3,5,13,139,Georgia,Hall County,201538
50,3,5,13,141,Georgia,Hancock County,8368
50,3,5,13,143,Georgia,Haralson County,29561
50,3,5,13,145,Georgia,Harris County,34560
50,3,5,13,147,Georgia,Hart County,26071
50,3,5,13,149,Georgia,Heard County,11871
50,3,5,13,151,Georgia,Henry County,229728
50,3,5,13,153,Georgia,Houston County,155523
50,3,5,13,155,Georgia,Irwin County,9396
50,3,5,13,157,Georgia,Jackson County,70325
50,3,5,13,159,Georgia,Jasper County,14029
50,3,5,13,161,Georgia,Jeff Davis County,15048
50,3,5,13,163,Georgia,Jefferson County,15424
50,3,5,13,165,Georgia,Jenkins County,8765
50,3,5,13,167,Georgia,Johnson County,9706
50,3,5,13,169,Georgia,Jones County,28680
50,3,5,13,171,Georgia,Lamar County,18961
50,3,5,13,173,Georgia,Lanier County,10355
50,3,5,13,175,Georgia,Laurens County,47336
50,3,5,13,177,Georgia,Lee County,29751
50,3,5,13,179,Georgia,Liberty County,60606
50,3,5,13,181,Georgia,Lincoln County,7925
50,3,5,13,183,Georgia,Long County,19091
50,3,5,13,185,Georgia,Lowndes County,116309
50,3,5,13,187,Georgia,Lumpkin County,32899
50,3,5,13,189,Georgia,McDuffie County,21532
50,3,5,13,191,Georgia,McIntosh County,14322
50,3,5,13,193,Georgia,Macon County,13160
50,3,5,13,195,Georgia,Madison County,29642
50,3,5,13,197,Georgia,Marion County,8373
50,3,5,13,199,Georgia,Meriwether County,21094
50,3,5,13,201,Georgia,Miller County,5684
50,3,5,13,205,Georgia,Mitchell County,22135
50,3,5,13,207,Georgia,Monroe County,27503
50,3,5,13,209,Georgia,Montgomery County,9168
50,3,5,13,211,Georgia,Morgan County,18831
50,3,5,13,213,Georgia,Murray County,39943
50,3,5,13,215,Georgia,Muscogee County,194169
50,3,5,13,217,Georgia,Newton County,109421
50,3,5,13,219,Georgia,Oconee County,39478
50,3,5,13,221,Georgia,Oglethorpe County,15080
50,3,5,13,223,Georgia,Paulding County,164053
50,3,5,13,225,Georgia,Peach County,27363
50,3,5,13,227,Georgia,Pickens County,32014
50,3,5,13,229,Georgia,Pierce County,19388
50,3,5,13,231,Georgia,Pike County,18647
50,3,5,13,233,Georgia,Polk County,42346
50,3,5,13,235,Georgia,Pulaski County,11080
50,3,5,13,237,Georgia,Putnam County,21820
50,3,5,13,239,Georgia,Quitman County,2260
50,3,5,13,241,Georgia,Rabun County,16857
50,3,5,13,243,Georgia,Randolph County,6812
50,3,5,13,245,Georgia,Richmond County,201667
50,3,5,13,247,Georgia,Rockdale County,90505
50,3,5,13,249,Georgia,Schley County,5230
50,3,5,13,251,Georgia,Screven County,13960
50,3,5,13,253,Georgia,Seminole County,8270
50,3,5,13,255,Georgia,Spalding County,66107
50,3,5,13,257,Georgia,Stephens County,26007
50,3,5,13,259,Georgia,Stewart County,6435
50,3,5,13,261,Georgia,Sumter County,29796
50,3,5,13,263,Georgia,Talbot County,6290
50,3,5,13,265,Georgia,Taliaferro County,1612
50,3,5,13,267,Georgia,Tattnall County,25485
50,3,5,13,269,Georgia,Taylor County,8020
50,3,5,13,271,Georgia,Telfair County,15974
50,3,5,13,273,Georgia,Terrell County,8587
50,3,5,13,275,Georgia,Thomas County,44334
50,3,5,13,277,Georgia,Tift County,40542
50,3,5,13,279,Georgia,Toombs County,26902
50,3,5,13,281,Georgia,Towns County,11866
50,3,5,13,283,Georgia,Treutlen County,6813
50,3,5,13,285,Georgia,Troup County,70078
50,3,5,13,287,Georgia,Turner County,7908
50,3,5,13,289,Georgia,Twiggs County,8174
50,3,5,13,291,Georgia,Union County,23905
50,3,5,13,293,Georgia,Upson County,26185
50,3,5,13,295,Georgia,Walker County,69443
50,3,5,13,297,Georgia,Walton County,93202
50,3,5,13,299,Georgia,Ware County,35587
50,3,5,13,301,Georgia,Warren County,5247
50,3,5,13,303,Georgia,Washington County,20410
50,3,5,13,305,Georgia,Wayne County,29810
50,3,5,13,307,Georgia,Webster County,2606
50,3,5,13,309,Georgia,Wheeler County,7898
50,3,5,13,311,Georgia,White County,29988
50,3,5,13,313,Georgia,Whitfield County,104249
50,3,5,13,315,Georgia,Wilcox County,8827
50,3,5,13,317,Georgia,Wilkes County,9864
50,3,5,13,319,Georgia,Wilkinson County,9043
50,3,5,13,321,Georgia,Worth County,20302
40,4,9,15,0,Hawaii,Hawaii,1420593
50,4,9,15,1,Hawaii,Hawaii County,201509
50,4,9,15,3,Hawaii,Honolulu County,979858
50,4,9,15,5,Hawaii,Kalawao County,86
50,4,9,15,7,Hawaii,Kauai County,72168
50,4,9,15,9,Hawaii,Maui County,166972
40,4,8,16,0,Idaho,Idaho,1750536
50,4,8,16,1,Idaho,Ada County,468764
50,4,8,16,3,Idaho,Adams County,4234
50,4,8,16,5,Idaho,Bannock County,86674
50,4,8,16,7,Idaho,Bear Lake County,6044
50,4,8,16,9,Idaho,Benewah County,9218
50,4,8,16,11,Idaho,Bingham County,46129
50,4,8,16,13,Idaho,Blaine County,22771
50,4,8,16,15,Idaho,Boise County,7655
50,4,8,16,17,Idaho,Bonner County,44705
50,4,8,16,19,Idaho,Bonneville County,116444
50,4,8,16,21,Idaho,Boundary County,12016
50,4,8,16,23,Idaho,Butte County,2587
50,4,8,16,25,Idaho,Camas County,1121
50,4,8,16,27,Idaho,Canyon County,223236
